panel,variable,h,point,lo68,hi68,lo90,hi90
baseline_111,cambio_usd,28,-0.08067093931075542,-0.1301003091144028,-0.009940065158678598,-0.186478535554774,0.031588916645728465
baseline_111,cambio_usd,29,-0.07641744881614104,-0.12631802578449874,-0.007443684615672546,-0.1819244252325977,0.031031952370114774
baseline_111,cambio_usd,30,-0.07184457976201496,-0.12266358729916045,-0.0071929079144713096,-0.17862060483650202,0.03143050094234412
baseline_111,cambio_usd,31,-0.06701402032881855,-0.11882902199865449,-0.004743718279320632,-0.17277970903474435,0.03501584799679917
baseline_111,cambio_usd,32,-0.061982957986518726,-0.11727099301943315,-0.001025914888505872,-0.16706909677778378,0.036721452293910974
baseline_111,cambio_usd,33,-0.05680882203112719,-0.11354657385737062,0.0024674255896429626,-0.16373054213195568,0.03877317519365777
baseline_111,cambio_usd,34,-0.05154602560357203,-0.10931597379836294,0.00464509050478889,-0.15617960451973348,0.04240467101315238
baseline_111,cambio_usd,35,-0.04624498725436509,-0.10678137071380678,0.008697790073779311,-0.15342551196073456,0.04405226710347669
baseline_111,cambio_usd,36,-0.040953624578522134,-0.10228606405436165,0.011545997184506942,-0.14845211962769841,0.04906127238887232
baseline_111,cambio_usd,37,-0.03571648568753217,-0.09861454966451134,0.01619311508843116,-0.14515772908000585,0.051342078647099346
baseline_111,cambio_usd,38,-0.03057411722245814,-0.09360381322857772,0.022406307165440367,-0.14000893938448938,0.052285743949368545
baseline_111,cambio_usd,39,-0.025563421200786456,-0.08828855285302167,0.026206671689473507,-0.13443118327835402,0.05719306670175442
baseline_111,cambio_usd,40,-0.020717507430153215,-0.0828522333193115,0.02921633726952944,-0.1280029657217253,0.060483681804390975
baseline_111,cambio_usd,41,-0.0160654855584658,-0.07946254795223341,0.03372555554700751,-0.12446838762790369,0.06716158467973722
baseline_111,cambio_usd,42,-0.01163258453113383,-0.07540796496125549,0.03832321715756751,-0.12296720628382106,0.07343640835636327
baseline_111,cambio_usd,43,-0.007440234972729189,-0.07258092972961036,0.04214049248971797,-0.11964742766728338,0.0777477995941134
baseline_111,cambio_usd,44,-0.0035061124618585705,-0.07015792708240949,0.044313107989216664,-0.1172981320476448,0.08221977653234581
baseline_111,cambio_usd,45,1.5572506976401382e-4,-0.06754035248718315,0.04781885426991036,-0.10988095863499077,0.08467689597199404
baseline_111,cambio_usd,46,0.0035346646443164425,-0.06311922621904177,0.05142849922688024,-0.10415179336312677,0.08888964609356714
baseline_111,cambio_usd,47,0.006623373488523188,-0.05787357571205558,0.05521783631637145,-0.10216525219537921,0.09701804196841284
baseline_111,cambio_usd,48,0.009417611284939831,-0.05403761262786977,0.059010981086103406,-0.09952563390804946,0.1025990704500626
baseline_111,embi_perc,0,0.2448492382402423,0.18866016152515733,0.32555724538407105,0.1453146877109989,0.39194193829803164
baseline_111,embi_perc,1,0.24997978574183546,0.16742136260532256,0.3467789653749861,0.11966885979107457,0.419584487985408
baseline_111,embi_perc,2,0.16177774214687932,0.08692393522363477,0.2639662059441037,0.039820317364394196,0.33402106001806675
baseline_111,embi_perc,3,0.23500744603264132,0.14061922439560468,0.3186432214090224,0.0938232072974205,0.39403201614033306
baseline_111,embi_perc,4,0.23013782959173257,0.13101300552592218,0.30739778858825195,0.07814701550080295,0.38846132136179745
baseline_111,embi_perc,5,0.1805346802714181,0.09048338908153747,0.2649116583946112,0.03550846145748216,0.3381740392818242
baseline_111,embi_perc,6,0.17599113123964094,0.08932486952976629,0.2672947053628716,0.03806126297500202,0.3320774742067233
baseline_111,embi_perc,7,0.15812558854516862,0.07552613720561557,0.25736188110135755,0.031465784115529076,0.33179267400769424
baseline_111,embi_perc,8,0.12311986028282444,0.05560351662102086,0.24048874131143422,0.01142929752516832,0.31687673245651765
baseline_111,embi_perc,9,0.09976311626342606,0.044663993770954806,0.22817115072912736,-0.0013943183736063365,0.3038535172143619
baseline_111,embi_perc,10,0.07769400875813538,0.029196664619273865,0.21715719222437158,-0.011540395662430961,0.2901414633193227
baseline_111,embi_perc,11,0.05268559280665182,0.013976683509180451,0.2011670718515001,-0.029808128519278988,0.2814855320146063
baseline_111,embi_perc,12,0.03169632036927571,8.134457594815508e-4,0.18938565096523885,-0.04852302979711351,0.2669789937774162
baseline_111,embi_perc,13,0.013183846545080233,-0.01498761048681983,0.1724946962830221,-0.0662096259440683,0.2551540617160726
baseline_111,embi_perc,14,-0.00431253781807254,-0.028645485540812664,0.16016222361150836,-0.08143234658197591,0.23878592613527655
baseline_111,embi_perc,15,-0.019801431586055684,-0.041031485035772274,0.14316958531051083,-0.09753035250519562,0.22259240360667684
baseline_111,embi_perc,16,-0.03331988947611769,-0.0509857260171576,0.131037331263714,-0.116608893087433,0.20960206794429112
baseline_111,embi_perc,17,-0.045345197500733805,-0.06358127578727057,0.1151689704165218,-0.1303549266357387,0.1976018364982407
baseline_111,embi_perc,18,-0.05599685214227201,-0.07573736542295986,0.1003446494778666,-0.14453397856398417,0.183125296863073
baseline_111,embi_perc,19,-0.06520134183664844,-0.08640616373743744,0.08498682900873311,-0.15522612705641653,0.16818767669851178
baseline_111,embi_perc,20,-0.07311930241384733,-0.09730184673256216,0.07296476784374349,-0.17046131433185369,0.15402338803141877
baseline_111,embi_perc,21,-0.07994042805737907,-0.10777885910319665,0.06268727701084773,-0.18207772639530692,0.13727605027579473
baseline_111,embi_perc,22,-0.08564393360463743,-0.11692022000639984,0.050381990408189324,-0.1965737880728848,0.1256202158367844
baseline_111,embi_perc,23,-0.09027735269938834,-0.12417362508797611,0.04001083090928425,-0.20219944050751765,0.11721144104890682
baseline_111,embi_perc,24,-0.09395989676592738,-0.129766854169134,0.034466280428766795,-0.2022670083633845,0.10518764508786253
baseline_111,embi_perc,25,-0.09671137454790961,-0.13538019506740445,0.026154379837667843,-0.2118986694484527,0.0999491569413819
baseline_111,embi_perc,26,-0.09856034432580212,-0.13876909352470945,0.02035431584817404,-0.21831940801046382,0.09098120762595957
baseline_111,embi_perc,27,-0.09958103503504682,-0.14317686938931876,0.014221163422220358,-0.21827543046158915,0.08293619668935441
baseline_111,embi_perc,28,-0.09981664823829717,-0.14823901285240726,0.007013563373308025,-0.22546608788192846,0.0735783733407624
baseline_111,embi_perc,29,-0.09930751663825714,-0.15064208046115973,0.001525233321950335,-0.227437802335138,0.06722291071381034
baseline_111,embi_perc,30,-0.09811446455762694,-0.15056390804341324,-8.800463307566084e-4,-0.2261508240059819,0.061807035874907275
baseline_111,embi_perc,31,-0.09629282928833105,-0.1513031254457864,-0.004588862945109334,-0.22957478170856127,0.05484770274450336
baseline_111,embi_perc,32,-0.09389560815005882,-0.15163794813190135,-0.005113089651561292,-0.22752244057427218,0.05299963278440166
baseline_111,embi_perc,33,-0.0909827312650395,-0.1522952891170898,-0.005559104085621508,-0.22788400085451713,0.053524217957804224
baseline_111,embi_perc,34,-0.08761396530771988,-0.15184687426417287,-0.00437911790878551,-0.22452588394629777,0.04850438928903362
baseline_111,embi_perc,35,-0.08384743462332779,-0.1505787898195264,-0.0037609911533233583,-0.22621623478934402,0.04438984960799239
baseline_111,embi_perc,36,-0.07974206862314491,-0.1477745142642445,-0.005030651849082713,-0.21911996889046317,0.043756292373960316
baseline_111,embi_perc,37,-0.0753559345802202,-0.14225770534327187,-0.004253473817247765,-0.21924931494406474,0.0438619273065092
baseline_111,embi_perc,38,-0.07074497067744612,-0.13853830261458067,-5.928143173452187e-4,-0.21120816629962344,0.042517594416831964
baseline_111,embi_perc,39,-0.06596322791605819,-0.13644571193227617,0.0037248502137409525,-0.20123640545353091,0.042454669075266994
baseline_111,embi_perc,40,-0.061062480680348544,-0.13344050252525985,0.006650255651808299,-0.2025619478322278,0.04470230318958666
baseline_111,embi_perc,41,-0.05609160803645574,-0.1279674574204362,0.010409681779841095,-0.20094289905718793,0.04856130434104428
baseline_111,embi_perc,42,-0.05109642001908519,-0.12334066306087205,0.016268516515885185,-0.19963401613685083,0.04797672968385609
baseline_111,embi_perc,43,-0.04611955732528821,-0.12018808481740577,0.020917478878797476,-0.19151862617091023,0.05387549568739196
baseline_111,embi_perc,44,-0.041200268468686414,-0.11688813239878008,0.024891997048709598,-0.18671073864118354,0.05500922911211583
baseline_111,embi_perc,45,-0.036374294994236646,-0.11472091083006412,0.03176944917244759,-0.18316415156297564,0.06276116659152152
baseline_111,embi_perc,46,-0.03167387525636385,-0.11071852395447629,0.0327951926349357,-0.1797947575311081,0.06804389262586928
baseline_111,embi_perc,47,-0.027127723452816683,-0.10681182382131216,0.03864948437503325,-0.17041510468111318,0.07561319577689625
baseline_111,embi_perc,48,-0.02276103385467431,-0.10296260011420293,0.04202140783786033,-0.169137298535141,0.07828274448405609
baseline_111,cds_5y,0,30.704019331000183,24.052595950252254,38.65153839520801,19.19525689922196,46.18594228890527
baseline_111,cds_5y,1,31.836276182779113,22.429737710403984,42.08635461574703,16.78880436984536,49.00289252601633
baseline_111,cds_5y,2,22.91142201731871,13.763474125112783,33.20005922870909,8.714362721177583,41.12808950126217
baseline_111,cds_5y,3,30.584546587253822,19.57584760118674,39.21097966963114,13.442726822797551,46.84924417617402
baseline_111,cds_5y,4,29.971820012060217,18.40901063831094,38.474923005538805,12.396818207522195,46.4264344811088
baseline_111,cds_5y,5,24.267861203615464,13.370773571493661,33.57229272115199,6.737464557256711,40.83495175053936
baseline_111,cds_5y,6,23.533517249416555,13.130881081449594,33.757636995107944,6.916212264605264,40.96095905146943
baseline_111,cds_5y,7,21.29527214992363,12.024171151261507,33.06322135835202,6.40961499376231,41.57602151268196
baseline_111,cds_5y,8,17.06370129056539,9.034877426530187,31.3416346716295,3.6826051772439263,40.49353079302769
baseline_111,cds_5y,9,14.138722399252465,7.588941258399999,30.39771385159638,3.029460899944507,39.18783059116487
baseline_111,cds_5y,10,11.352268192918997,5.916783150578359,29.1431155169179,1.0438647503347094,37.85964690243226
baseline_111,cds_5y,11,8.202770110731333,3.92361444534253,27.09377493628119,-1.271714099079706,36.44992513131014
baseline_111,cds_5y,12,5.525327795314586,1.807087347447528,25.059165391262304,-2.9389235274998255,35.2232086948427
baseline_111,cds_5y,13,3.1325767677916896,0.1743549589991722,23.268480544551043,-5.364438756317837,33.42111238339606
baseline_111,cds_5y,14,0.8436031636919511,-1.2894790704241412,21.51299339751205,-7.69078050733141,32.33920281738443
baseline_111,cds_5y,15,-1.2072177893837945,-2.8839790193114303,19.955194568676923,-9.870442615341052,30.96624278494599
baseline_111,cds_5y,16,-3.028076597846253,-4.639719013571256,18.02320951645109,-11.716634658523848,29.45595972728794
baseline_111,cds_5y,17,-4.67830829585917,-6.3777327742063274,16.4859825256118,-13.320064860830932,27.187783897141173
baseline_111,cds_5y,18,-6.162684957649874,-7.739023053649328,14.678176241371244,-14.93845908707354,25.02624976653754
baseline_111,cds_5y,19,-7.472852804939045,-9.338485860512105,13.008306543689592,-16.566719621063218,23.526037655941643
baseline_111,cds_5y,20,-8.627855085395888,-10.856613327094054,11.483053368496222,-18.81228984659201,22.072516957606176
baseline_111,cds_5y,21,-9.645716942265661,-12.039252048554415,9.736538040287634,-20.616340458981217,20.382139707445603
baseline_111,cds_5y,22,-10.523134925183742,-13.258205340854797,8.214927971168677,-21.594195593879064,18.431682600660373
baseline_111,cds_5y,23,-11.264987034977983,-14.281339074993939,7.002202037567251,-22.391794297117457,16.94093487079207
baseline_111,cds_5y,24,-11.88319660297698,-15.16794248058565,5.98042221638606,-23.451365313166846,15.757302823626288
baseline_111,cds_5y,25,-12.379203196291863,-15.796676342857484,4.727691110605119,-24.397987979089216,14.950276654923567
baseline_111,cds_5y,26,-12.755744883307086,-16.315782521980694,3.8914757868171748,-25.111268594950747,13.678674366073933
baseline_111,cds_5y,27,-13.020641298882392,-16.93615631460377,2.9168831323085467,-25.548608278273594,12.155210662087072
baseline_111,cds_5y,28,-13.17851306419409,-17.55288962678,2.083832172505765,-25.035884560741646,10.959307821527227
baseline_111,cds_5y,29,-13.233883372510123,-17.912984570048664,1.3340412294574115,-26.17944459547828,10.592918564695616
baseline_111,cds_5y,30,-13.19373095173886,-17.868140095019903,0.6329029768314496,-26.390544525983035,9.777302318658949
baseline_111,cds_5y,31,-13.064590448444239,-18.243581360304933,0.6210681445871652,-26.360506410858275,8.802649345513897
baseline_111,cds_5y,32,-12.85288943646579,-18.052710576359186,0.3131164416584668,-26.686200056537857,7.934701363867149
baseline_111,cds_5y,33,-12.565979622471236,-18.38581797165661,0.07279056711416705,-27.188517784938995,7.3721928416207065
baseline_111,cds_5y,34,-12.211309047184441,-18.42581739965853,0.14458124573920156,-27.368385468860904,7.350394007969135
baseline_111,cds_5y,35,-11.79623903475913,-18.170343473361175,0.11342318505373278,-26.972790981280028,6.787529340632257
baseline_111,cds_5y,36,-11.328313732065743,-18.006220232418404,0.24859100144506263,-26.0187036997409,6.784483705639143
baseline_111,cds_5y,37,-10.815046793090993,-17.690806212044606,0.33512874669588993,-25.546628883386756,6.089248712701991
baseline_111,cds_5y,38,-10.263762284906848,-17.469963187505357,0.4778914276678786,-25.054632144807492,5.908380897652464
baseline_111,cds_5y,39,-9.681613850255793,-17.00589849967086,0.6913519406290636,-25.084548560828058,6.0088331399763195
baseline_111,cds_5y,40,-9.075523859491648,-16.478763199600895,1.1015629406102612,-25.0359873013124,5.748748053449757
baseline_111,cds_5y,41,-8.452100372604576,-15.8393020788645,1.5750857969028966,-24.955324806524807,5.940767078773321
baseline_111,cds_5y,42,-7.817608897770042,-15.54848483540966,2.215555578899086,-24.77478717240007,6.1899773095708595
baseline_111,cds_5y,43,-7.177949880563739,-15.165369441662202,2.581645312211727,-23.92761487171971,7.027174609824762
baseline_111,cds_5y,44,-6.538623832873826,-14.967827484283488,3.2104799582424026,-22.969334599593267,7.541736171544968
baseline_111,cds_5y,45,-5.904710991459752,-14.37702291326495,3.5964470606951044,-22.54474793415702,8.33138695774706
baseline_111,cds_5y,46,-5.2808642391783405,-13.828679322286112,4.10190958668065,-22.28038881366814,8.82436727906376
baseline_111,cds_5y,47,-4.671300113615523,-13.56930048668485,4.874406736300011,-21.418759468437518,9.644266531971999
baseline_111,cds_5y,48,-4.079793954298028,-12.768576389479772,5.3131874148408835,-21.0949670761883,10.28435513134288
baseline_111,fiscal_dbgg,0,-0.13378308032013514,-0.23990755966592867,0.07765509623170441,-0.33958905897772423,0.1635374897065898
baseline_111,fiscal_dbgg,1,-0.15737651045318152,-0.2820664268870336,0.060961172403066255,-0.3850541126449933,0.15530940131602033
baseline_111,fiscal_dbgg,2,-0.3944878385669144,-0.5026888630773253,-0.09229195841765746,-0.624570799438649,0.024508789389898474
baseline_111,fiscal_dbgg,3,-0.41365032701414,-0.5288375669594305,-0.06649499097064662,-0.6992078288331063,0.08661954452940822
baseline_111,fiscal_dbgg,4,-0.47028435338196484,-0.5930811093985274,-0.06850318169644998,-0.7729995412227019,0.10693030685333406
baseline_111,fiscal_dbgg,5,-0.5873360078855953,-0.724601338452402,-0.1294476630998727,-0.922225841744586,0.04851039083437317
baseline_111,fiscal_dbgg,6,-0.6521595977865796,-0.8211312134422282,-0.167747624032814,-1.0560909174323532,0.02237869827361228
baseline_111,fiscal_dbgg,7,-0.6870668449064843,-0.8791991396277883,-0.1967099174647879,-1.147327761481094,0.023309013473953064
baseline_111,fiscal_dbgg,8,-0.7385525559916661,-0.9634770160993211,-0.24645449582770834,-1.218795084007871,0.012549108207226519
baseline_111,fiscal_dbgg,9,-0.7671783970177524,-1.0390716537364408,-0.26317775945009436,-1.321456958531867,-0.02572439794803074
baseline_111,fiscal_dbgg,10,-0.7723477655150434,-1.0805317447204825,-0.2820142708158177,-1.3736098555693503,-0.025402450548612555
baseline_111,fiscal_dbgg,11,-0.7740945342168501,-1.118449314788516,-0.2901968865315894,-1.4333771118193124,-0.046870315094125835
baseline_111,fiscal_dbgg,12,-0.763238780672056,-1.1473752915424855,-0.2832649182451146,-1.4722164208352262,-0.05054636391153216
baseline_111,fiscal_dbgg,13,-0.7388452500713895,-1.156472663977165,-0.26256683665375724,-1.4831197497694109,-0.04696175383373512
baseline_111,fiscal_dbgg,14,-0.7069060158041126,-1.1570580169213072,-0.2695461153819715,-1.4739990849082747,-0.034258937160986144
baseline_111,fiscal_dbgg,15,-0.6671725050724534,-1.1493705846616629,-0.2517307296448908,-1.4828549312672397,-0.02496991411482965
baseline_111,fiscal_dbgg,16,-0.6197741018136093,-1.1158002479742173,-0.22711184148348154,-1.488124571115676,-0.007076316317370537
baseline_111,fiscal_dbgg,17,-0.5669782455020757,-1.0717340234940849,-0.19873821708781383,-1.4710676374791012,0.015167261754742407
baseline_111,fiscal_dbgg,18,-0.5099559641524276,-1.0396779269413856,-0.1720436023439408,-1.4576587083373527,0.03134692848703819
baseline_111,fiscal_dbgg,19,-0.44940453161848676,-1.0035630984559711,-0.13144920222627132,-1.4439633334777127,0.06784378290475754
baseline_111,fiscal_dbgg,20,-0.3864905568947173,-0.9527772702286768,-0.09216671735950498,-1.3984844812577732,0.1001352309958097
baseline_111,fiscal_dbgg,21,-0.32225256933027235,-0.9060242607067617,-0.04985287380854013,-1.3518072902457878,0.1358652883931722
baseline_111,fiscal_dbgg,22,-0.25742827604852236,-0.8541901275108018,-0.016468121649340924,-1.277067091194383,0.16972375914103602
baseline_111,fiscal_dbgg,23,-0.1927479920885679,-0.7956396729231601,0.03932471991795432,-1.2249840232873193,0.23647977652917485
baseline_111,fiscal_dbgg,24,-0.1289539180725598,-0.747657095319802,0.0728962522318286,-1.1468468640073795,0.3020863912763489
baseline_111,fiscal_dbgg,25,-0.06663008922732855,-0.6824076072184859,0.11562267369994042,-1.0961332411547207,0.35457425764739126
baseline_111,fiscal_dbgg,26,-0.006269236686714629,-0.6282727896882503,0.1635674733667664,-1.0335003118486794,0.4002658650851753
baseline_111,fiscal_dbgg,27,0.051647218573584494,-0.5580726365950429,0.20880830590346988,-0.9810878588798605,0.4600177520028905
baseline_111,fiscal_dbgg,28,0.10672339343154442,-0.4977257770694862,0.24346697273209492,-0.908405804349118,0.48733389724522236
baseline_111,fiscal_dbgg,29,0.15864562514820257,-0.43832088405883807,0.2778033149954075,-0.8474356041663335,0.5379780345351733
baseline_111,fiscal_dbgg,30,0.2071359855650956,-0.3945197510849244,0.3182250786651362,-0.7839067833214438,0.5714452076835528
baseline_111,fiscal_dbgg,31,0.2519723069833666,-0.34443299916205933,0.36695384655503654,-0.7079314438328,0.6282221202015268
baseline_111,fiscal_dbgg,32,0.2929942574015226,-0.29415049285206696,0.40109254021399826,-0.6493220181170976,0.6701787575517285
baseline_111,fiscal_dbgg,33,0.3300835546395854,-0.25332562453116814,0.43741475911076166,-0.5855068244894759,0.6928664556461517
baseline_111,fiscal_dbgg,34,0.3631652733378259,-0.21622024460100153,0.46661835615262115,-0.5417181554480884,0.7235073794469389
baseline_111,fiscal_dbgg,35,0.3922102325098809,-0.1865830858000471,0.49806877968348984,-0.49199199383911585,0.749519459696739
baseline_111,fiscal_dbgg,36,0.4172270001667954,-0.14698355505002972,0.5243409706456349,-0.44957641872830645,0.7794637316065077
baseline_111,fiscal_dbgg,37,0.4382587596176128,-0.11292331778434671,0.5316999229034531,-0.4076561823154359,0.8088396430736394
baseline_111,fiscal_dbgg,38,0.45538222420197494,-0.09363659749342672,0.54501147249372806,-0.35246448717274526,0.8074002328822677
baseline_111,fiscal_dbgg,39,0.46870341947016847,-0.07478835786763359,0.5531980605484019,-0.31175044731872603,0.8333054591049073
baseline_111,fiscal_dbgg,40,0.47835408197582885,-0.058570956599990495,0.5619835919791129,-0.2933773704569407,0.8402547044395398
baseline_111,fiscal_dbgg,41,0.48448908444519895,-0.04594783000314893,0.5757085788198306,-0.2591113609900949,0.8374790096086667
baseline_111,fiscal_dbgg,42,0.48728320929547886,-0.03694299549857173,0.5804675134478539,-0.23575526299725658,0.8502260084312028
baseline_111,fiscal_dbgg,43,0.48692786981257613,-0.024726248381817688,0.5760316822849646,-0.1988341308383425,0.8619237624891379
baseline_111,fiscal_dbgg,44,0.4836282510908849,-0.020582276670318398,0.5664899626649182,-0.1802261624708745,0.871407802919677
baseline_111,fiscal_dbgg,45,0.477600478981456,-0.01765620442126925,0.563715419243058,-0.16878331877714375,0.8581787833258853
baseline_111,fiscal_dbgg,46,0.46906879857678596,-0.022995163941020677,0.5653349622896863,-0.16679642864470334,0.8331564113957521
baseline_111,fiscal_dbgg,47,0.45826297239614944,-0.022604002463257975,0.5475705596402193,-0.16544963997804493,0.8153274550369977
baseline_111,fiscal_dbgg,48,0.4454158567761923,-0.02257655416831736,0.5386819175186871,-0.17355714407928,0.8038956471269226
baseline_111,fiscal_dlsp,0,-0.6554713278050008,-0.8387662712599986,-0.521253368460145,-0.9632693474933306,-0.4342690645581081
baseline_111,fiscal_dlsp,1,-0.698934647952913,-0.8956000248384184,-0.5278401035673367,-1.0393826611324837,-0.4079163846349903
baseline_111,fiscal_dlsp,2,-0.6194395399773686,-0.795917183781925,-0.41908095986652005,-0.935702325607696,-0.3107740389473021
baseline_111,fiscal_dlsp,3,-0.7889883114216221,-0.919468803796337,-0.5238499041084754,-1.059612941675032,-0.4115011812290663
baseline_111,fiscal_dlsp,4,-0.8046097651497367,-0.9393337459168122,-0.511452198804262,-1.0893654761621032,-0.39610223254374044
baseline_111,fiscal_dlsp,5,-0.7426626869275552,-0.8916744983652591,-0.44888391656159615,-1.0809895730651309,-0.313908298348287
baseline_111,fiscal_dlsp,6,-0.7613739519290158,-0.9496593324961105,-0.47503895304831384,-1.1285524043678665,-0.3336114641616439
baseline_111,fiscal_dlsp,7,-0.7386683688457377,-0.9682572956782076,-0.47249059536412075,-1.171405737543374,-0.323528914438757
baseline_111,fiscal_dlsp,8,-0.6807454004340571,-0.9589910016620448,-0.43454088425239157,-1.1835953494701101,-0.2867515101814095
baseline_111,fiscal_dlsp,9,-0.6403725517313488,-0.9569138758077529,-0.4063461827044459,-1.2009182220718722,-0.26249463395699574
baseline_111,fiscal_dlsp,10,-0.594023836139915,-0.9495614506538791,-0.3790607318000114,-1.2144978947651655,-0.24871804171425343
baseline_111,fiscal_dlsp,11,-0.5372102143091321,-0.9259570984024423,-0.33217804819694036,-1.2066076132671095,-0.20661548211349123
baseline_111,fiscal_dlsp,12,-0.484003498592043,-0.8956000616614026,-0.29569031520828937,-1.1845079721548852,-0.15731388043238576
baseline_111,fiscal_dlsp,13,-0.43046609310597894,-0.864634392675973,-0.25592155168111447,-1.1551649944685396,-0.11817852681536058
baseline_111,fiscal_dlsp,14,-0.37466848055352,-0.8292630109053295,-0.22555637330461065,-1.1184494361521715,-0.07009913998138323
baseline_111,fiscal_dlsp,15,-0.31938880244157286,-0.788287086633243,-0.18807511680853056,-1.0879730585889973,-0.01912896900979134
baseline_111,fiscal_dlsp,16,-0.2647273304709828,-0.7449180722206882,-0.14374924530225808,-1.0362106759810013,0.030994295307512763
baseline_111,fiscal_dlsp,17,-0.21033637967773125,-0.6900494546051205,-0.09021495466497102,-0.9968847621531126,0.07811223430164488
baseline_111,fiscal_dlsp,18,-0.1566679581222985,-0.6341085649002021,-0.03694221174005211,-0.9705127603558712,0.1344795517839843
baseline_111,fiscal_dlsp,19,-0.10430434717367237,-0.5809942414841662,0.018579464592657836,-0.9209186680049425,0.18166973920925594
baseline_111,fiscal_dlsp,20,-0.053407416627110134,-0.5289603832675169,0.07110358312261161,-0.8594447607905142,0.23030667936214386
baseline_111,fiscal_dlsp,21,-0.004122571730177681,-0.47659706755754344,0.12355704178004816,-0.8004448672749164,0.29146623063236604
baseline_111,fiscal_dlsp,22,0.04309177778254949,-0.42218850501073574,0.17740119189124243,-0.7504869265554446,0.351394349298434
baseline_111,fiscal_dlsp,23,0.08795270054709409,-0.3790930181765243,0.22198561782915155,-0.7013258656045286,0.40915456045885445
baseline_111,fiscal_dlsp,24,0.13031972064285008,-0.34254644356149916,0.2656657745812682,-0.6436175395895536,0.46475223598481413
baseline_111,fiscal_dlsp,25,0.16991148460876584,-0.301225653537511,0.3171382854020483,-0.5997279825178605,0.5177819469277789
baseline_111,fiscal_dlsp,26,0.20651346673447937,-0.25468798174581964,0.3490362812543197,-0.5434278806176227,0.566396970488384
baseline_111,fiscal_dlsp,27,0.240024808689189,-0.21021255778024708,0.3799167064662516,-0.5021780878454801,0.6134243495915914
baseline_111,fiscal_dlsp,28,0.270320700596399,-0.17907812665605038,0.4178225739805984,-0.4633640206212142,0.6468146001713658
baseline_111,fiscal_dlsp,29,0.29731150599906686,-0.14657873280433492,0.4541321999930223,-0.39839578895538125,0.675830370101266
baseline_111,fiscal_dlsp,30,0.32097707723760194,-0.12262931172223515,0.4866792590640776,-0.356995859500698,0.6956977011200322
baseline_111,fiscal_dlsp,31,0.3413157548767955,-0.09580666350854886,0.4956417931198671,-0.3298275116260369,0.7201068106114983
baseline_111,fiscal_dlsp,32,0.35835246490643513,-0.06486962329117091,0.5158144526420035,-0.29962984214868316,0.7401508687434936
baseline_111,fiscal_dlsp,33,0.3721522824705308,-0.049490656302683116,0.5225159313076647,-0.25651467648894893,0.7576277362293928
baseline_111,fiscal_dlsp,34,0.38280399803932996,-0.028816826480799355,0.5361673454614091,-0.22749161052653835,0.7815688581557237
baseline_111,fiscal_dlsp,35,0.3904167766725674,-0.007086100259192453,0.54310864265376,-0.21711756240519564,0.7970320728015254
baseline_111,fiscal_dlsp,36,0.39512259619819967,0.006120822263375229,0.5498770208576207,-0.21578311862222088,0.7953914308460769
baseline_111,fiscal_dlsp,37,0.3970705767305629,0.018332359206204574,0.5489894026754724,-0.19975300978626337,0.8030969979881797
baseline_111,fiscal_dlsp,38,0.39642301268570956,0.021741935871271992,0.553096577869999,-0.19542406798493275,0.8028340801107041
baseline_111,fiscal_dlsp,39,0.3933540137594618,0.02280592502385632,0.546521861661619,-0.1727557819709309,0.7985103980309768
baseline_111,fiscal_dlsp,40,0.388046710285499,0.024967516860651264,0.5527300588522286,-0.15540120995791618,0.7818612607116362
baseline_111,fiscal_dlsp,41,0.3806903199128822,0.018449038814005607,0.5376037942250725,-0.1474742110658237,0.7682510864403833
baseline_111,fiscal_dlsp,42,0.3714781159976003,0.013788115169551276,0.5232852472738615,-0.15267062996045141,0.7583083044218107
baseline_111,fiscal_dlsp,43,0.360605480454131,0.0026457319956754793,0.5147956945022725,-0.13423854372972008,0.7433398494955541
baseline_111,fiscal_dlsp,44,0.3482678379101721,-3.080199317600791e-4,0.5065296695829705,-0.14435959125284273,0.7277936782718595
baseline_111,fiscal_dlsp,45,0.33465889718730407,-0.011673626710910951,0.4949846588555016,-0.15256703232008093,0.7077065959395753
baseline_111,fiscal_dlsp,46,0.3199691631927701,-0.02319275526685312,0.47722916080129496,-0.16227860555554538,0.6827995311982235
baseline_111,fiscal_dlsp,47,0.30438448945834956,-0.033718267942014685,0.45607399451655967,-0.1719152102998771,0.6619358255174143
baseline_111,fiscal_dlsp,48,0.2880847844504246,-0.048921101522706296,0.4428830361342574,-0.18343667923202026,0.6469767149519425
baseline_111,fiscal_primary_balance,0,-2783.512637160438,-6116.17946292838,451.85264712349704,-8615.038075279675,2563.161928686502
baseline_111,fiscal_primary_balance,1,-4690.955436877531,-7342.325820249449,176.07561823620836,-9788.8244212588,2903.2060409013834
baseline_111,fiscal_primary_balance,2,-4178.522624995279,-7231.159396985608,1714.5116107810668,-9647.709617587432,5075.081169286879
baseline_111,fiscal_primary_balance,3,-4884.420857261094,-7607.349756646298,1369.8540705529954,-10247.601574493077,4248.569426042646
baseline_111,fiscal_primary_balance,4,-5016.630189128985,-8243.482378702682,719.8288480871402,-10902.500954897816,3872.8949325983945
baseline_111,fiscal_primary_balance,5,-4410.362294943668,-8648.50164265139,746.1670258585282,-11310.627320567166,3981.405196019237
